id_livraison,id_commande,date_exp
102255,71875,2021-7-12
102256,29010,2020-11-20
102257,18721,2020-2-7
102258,83311,2021-1-13
102259,41761,2020-11-2
102260,91166,2021-7-20
102261,26085,2021-8-14
102262,17797,2021-2-24
102263,53688,2021-7-23
102264,15510,2020-6-21
102265,4149,2020-4-22
102266,583,2020-6-6
102267,81358,2021-3-14
102268,23580,2021-10-14
102269,70430,2020-11-26
102270,34165,2021-11-6
102271,62020,2020-4-26
102272,7703,2021-6-7
102273,73595,2020-7-1
102274,73130,2021-8-7
102275,60700,2021-7-24
102276,89200,2020-8-10
102277,77645,2020-8-20
102278,57472,2021-8-14
102279,82921,2021-3-1
102280,99733,2021-11-7
102281,73811,2021-10-19
102282,80507,2020-9-9
102283,31396,2020-4-13
102284,6597,2020-10-5
102285,26192,2020-4-13
102286,90202,2021-7-21
102287,71536,2020-8-5
102288,27124,2020-5-14
102289,53347,2021-10-23
102290,73469,2021-9-14
102291,25445,2020-6-1
102292,79695,2021-12-26
102293,42078,2020-4-23
102294,17661,2021-6-14
102295,40365,2021-11-16
102296,12287,2021-10-21
102297,42875,2020-1-7
102298,29063,2020-4-9
102299,89048,2021-3-8
102300,37777,2020-6-17
102301,53817,2020-2-20
102302,30111,2020-11-20
102303,67399,2020-3-2
102304,79588,2020-1-22
102305,71946,2021-7-18
102306,8637,2020-12-27
102307,69894,2021-5-14
102308,81156,2021-9-26
102309,37614,2021-5-10
102310,29626,2021-7-26
102311,79963,2021-12-14
102312,36948,2021-4-10
102313,61733,2021-3-11
102314,9437,2020-9-17
102315,22279,2021-7-8
102316,20349,2021-3-15
102317,2729,2021-7-23
102318,31501,2020-3-21
102319,33259,2020-7-28
102320,67355,2021-12-8
102321,55972,2021-5-22
102322,83467,2021-11-15
102323,92103,2020-10-26
102324,96082,2021-11-26
102325,30983,2021-7-23
102326,43202,2020-7-8
102327,6911,2021-9-8
102328,86483,2021-2-10
102329,29832,2021-6-12
102330,76339,2021-8-16
102331,2659,2020-5-20
102332,68931,2021-10-19
102333,82099,2021-3-14
102334,32289,2020-2-13
102335,2967,2020-8-6
102336,40983,2020-2-16
102337,74116,2021-11-3
102338,2090,2020-6-4
102339,23146,2021-2-16
102340,98952,2021-1-4
102341,75703,2021-6-9
102342,1882,2020-5-1
102343,78824,2020-2-21
102344,52623,2020-11-20
102345,11497,2020-3-2
102346,87201,2020-6-26
102347,3422,2020-4-4
102348,50553,2021-7-13
102349,92086,2021-12-22
102350,708,2020-2-11
102351,77286,2021-11-9
102352,65152,2020-5-1
102353,80764,2020-5-26
102354,8620,2020-3-28
102355,49034,2021-10-1
102356,4313,2020-4-1
102357,6724,2021-4-9
102358,53230,2020-4-8
102359,15648,2021-10-21
102360,75484,2020-8-28
102361,98479,2020-8-7
102362,73151,2020-5-6
102363,14234,2020-8-22
102364,89565,2021-6-24
102365,56788,2020-11-10
102366,24142,2021-1-2
102367,85429,2020-10-20
102368,168,2020-12-6
102369,79270,2020-6-22
102370,37796,2021-12-12
102371,19607,2020-3-14
102372,44496,2021-9-28
102373,66626,2021-4-27
102374,4897,2021-9-16
102375,4250,2020-6-5
102376,20232,2021-1-4
102377,57972,2021-1-20
102378,84255,2021-1-28
102379,70060,2021-6-6
102380,24160,2021-3-5
102381,80675,2020-1-3
102382,54083,2020-8-19
102383,57804,2020-6-26
102384,64500,2020-1-23
102385,51357,2020-2-6
102386,15280,2020-8-8
102387,42749,2021-4-22
102388,25175,2020-5-1
102389,21168,2020-7-1
102390,88569,2020-3-4
102391,68453,2020-10-26
102392,28104,2020-1-8
102393,44531,2020-8-9
102394,66762,2021-3-19
102395,84883,2020-1-4
102396,5700,2021-1-4
102397,82385,2021-5-23
102398,41336,2021-11-24
102399,72253,2021-11-20
102400,34456,2021-3-2
102401,25884,2020-2-5
102402,48552,2020-2-3
102403,36471,2020-4-4
102404,1518,2020-7-25
102405,32236,2021-9-26
102406,97496,2021-12-25
102407,11907,2020-6-13
102408,13775,2020-6-23
102409,57615,2020-5-9
102410,3375,2021-2-4
102411,19145,2021-6-12
102412,93760,2020-5-20
102413,8894,2020-3-23
102414,30222,2020-2-9
102415,24887,2021-10-16
102416,18306,2021-1-26
102417,75863,2021-1-9
102418,6525,2020-10-21
102419,62470,2020-8-28
102420,15262,2021-9-23
102421,74888,2020-10-21
102422,77826,2021-10-14
102423,64151,2020-12-17
102424,56721,2020-3-24
102425,41149,2021-9-2
102426,25799,2020-1-12
102427,991,2020-9-8
102428,44096,2020-7-10
102429,81243,2021-5-18
102430,40597,2021-4-18
102431,70368,2020-2-3
102432,6372,2021-8-18
102433,36862,2020-11-17
102434,88721,2020-4-13
102435,17689,2021-5-11
102436,68235,2021-8-10
102437,12078,2020-11-13
102438,3687,2021-8-8
102439,26633,2020-8-6
102440,77435,2020-8-1
102441,72330,2020-4-9
102442,69067,2020-4-24
102443,79063,2020-5-14
102444,95122,2020-6-15
102445,80047,2020-1-10
102446,43589,2021-8-6
102447,99167,2021-10-27
102448,62325,2021-6-23
102449,39060,2020-1-15
102450,45714,2021-11-23
102451,85962,2020-12-22
102452,37051,2020-5-17
102453,7801,2021-4-8
102454,65365,2020-3-8
102455,38516,2020-9-28
102456,44897,2021-7-12
102457,90444,2020-3-22
102458,21867,2020-2-3
102459,24612,2021-10-19
102460,34096,2021-6-20
102461,47844,2020-3-23
102462,87333,2021-12-6
102463,43017,2021-2-10
102464,79759,2020-11-10
102465,18061,2021-6-19
102466,400,2020-6-18
102467,29991,2020-4-20
102468,75787,2020-11-28
102469,32929,2020-4-13
102470,99128,2020-9-9
102471,50182,2020-8-3
102472,22038,2021-10-17
102473,77144,2020-4-4
102474,43748,2021-4-8
102475,20637,2020-2-12
102476,21761,2020-2-4
102477,56511,2020-10-16
102478,72414,2020-7-10
102479,36101,2020-2-4
102480,83083,2020-3-6
102481,41669,2021-11-11
102482,98018,2021-12-25
102483,90550,2021-1-3
102484,42767,2020-1-12
102485,88730,2021-12-11
102486,27138,2021-10-28
102487,8720,2021-7-3
102488,70944,2020-6-11
102489,72184,2020-5-6
102490,42006,2021-8-16
102491,8661,2021-2-15
102492,91413,2020-8-25
102493,56779,2020-5-10
102494,15238,2021-1-22
102495,76909,2020-5-9
102496,23406,2020-5-19
102497,52324,2021-1-21
102498,83914,2021-2-12
102499,17183,2021-5-25
102500,62666,2021-5-19
102501,76526,2021-12-27
102502,3668,2020-5-9
102503,9384,2021-11-27
102504,66724,2021-12-4
102505,63581,2020-1-15
102506,71149,2020-8-28
102507,38122,2020-1-27
102508,13395,2021-11-27
102509,3451,2020-5-23
102510,6777,2021-1-24
102511,52317,2021-3-7
102512,66336,2020-8-4
102513,7393,2020-9-13
102514,1681,2021-12-18
102515,6423,2020-4-6
102516,74152,2020-9-6
102517,75411,2020-10-13
102518,42011,2020-8-11
102519,56892,2020-9-23
102520,80083,2021-7-14
102521,33126,2021-7-7
102522,34455,2021-3-1
102523,43816,2020-5-6
102524,39436,2021-10-21
102525,47356,2021-2-7
102526,6228,2020-11-11
102527,87702,2020-9-18
102528,95991,2021-8-19
102529,83014,2020-6-1
102530,25719,2020-8-26
102531,32725,2020-4-28
102532,4526,2021-12-18
102533,37603,2021-1-23
102534,55694,2021-10-13
102535,13276,2021-5-28
102536,1483,2021-9-4
102537,93255,2020-9-18
102538,1611,2020-4-22
102539,15582,2020-7-9
102540,81604,2020-3-13
102541,53596,2020-12-15
102542,90186,2021-12-21
102543,13434,2020-11-20
102544,5858,2020-7-22
102545,14403,2020-11-26
102546,61938,2021-8-27
102547,63744,2021-2-3
102548,8849,2020-7-27
102549,64265,2021-3-16
102550,40908,2021-2-13
102551,4358,2021-9-25
102552,87904,2020-4-7
102553,54119,2021-6-27
102554,54196,2020-3-8
102555,39109,2020-12-5
102556,9964,2021-10-8
102557,22020,2021-12-3
102558,98835,2020-1-22
102559,30908,2021-3-24
102560,5838,2021-9-24
102561,84266,2020-8-21
102562,94162,2021-8-20
102563,62808,2020-3-19
102564,7655,2021-2-7
102565,94093,2020-4-16
102566,24492,2021-7-11
102567,69496,2020-4-12
102568,70818,2020-9-9
102569,69481,2021-10-2
102570,20285,2020-3-12
102571,24485,2021-9-22
102572,96793,2021-6-11
102573,22902,2020-9-15
102574,70945,2021-2-24
102575,69468,2021-10-24
102576,56926,2020-6-5
102577,24864,2020-12-14
102578,38100,2021-8-11
102579,56861,2020-9-18
102580,82834,2020-11-19
102581,21316,2021-4-6
102582,85077,2021-4-4
102583,23300,2021-1-10
102584,40080,2020-9-5
102585,32710,2021-10-9
102586,24250,2020-4-4
102587,12172,2021-2-11
102588,2700,2020-6-22
102589,85647,2021-2-4
102590,77192,2020-11-25
102591,66644,2021-8-14
102592,23411,2021-7-22
102593,93703,2020-9-11
102594,4505,2020-1-24
102595,21234,2021-10-10
102596,4751,2021-2-5
102597,41485,2020-4-16
102598,97855,2021-5-28
102599,55006,2020-8-17
102600,81956,2021-1-9
102601,90244,2020-9-24
102602,73104,2020-12-13
102603,85623,2021-11-8
102604,10215,2021-9-25
102605,45463,2020-10-10
102606,24222,2021-12-23
102607,30559,2021-4-14
102608,59947,2021-4-10
102609,32982,2020-8-5
102610,33113,2021-5-13
102611,67233,2020-6-16
102612,65445,2021-9-20
102613,96928,2020-9-5
102614,10613,2020-9-27
102615,53596,2020-2-20
102616,44688,2020-4-8
102617,77890,2021-8-13
102618,53971,2021-3-3
102619,69022,2020-7-12
102620,9102,2020-2-26
102621,24449,2020-12-17
102622,82727,2020-12-16
102623,6863,2020-9-22
102624,53085,2020-3-22
102625,20612,2021-8-15
102626,85557,2021-8-22
102627,44003,2020-1-7
102628,29220,2021-5-19
102629,54304,2021-8-15
102630,28586,2021-9-5
102631,4243,2021-11-15
102632,70365,2020-7-1
102633,72065,2020-7-25
102634,84999,2021-5-28
102635,18718,2021-7-21
102636,61099,2020-11-23
102637,69256,2020-10-5
102638,68969,2020-10-9
102639,7158,2021-4-11
102640,68679,2021-7-24
102641,83445,2020-2-7
102642,52555,2020-8-22
102643,10863,2020-3-11
102644,25311,2020-12-26
102645,15098,2020-9-15
102646,35976,2020-8-23
102647,72309,2020-3-21
102648,93154,2020-10-8
102649,16629,2020-10-7
102650,98114,2021-7-7
102651,74554,2021-8-16
102652,60661,2020-10-27
102653,94534,2020-9-4
102654,12417,2021-11-18
102655,52553,2021-1-23
102656,1342,2020-6-16
102657,47746,2020-8-11
102658,24288,2021-7-21
102659,75568,2020-5-12
102660,61747,2020-5-1
102661,21270,2021-8-13
102662,78683,2020-11-24
102663,92187,2021-5-19
102664,15760,2021-4-23
102665,36871,2021-6-5
102666,56845,2021-11-25
102667,98621,2020-5-21
102668,1381,2020-5-5
102669,74505,2020-1-11
102670,83677,2021-7-25
102671,62272,2020-10-7
102672,42854,2020-12-15
102673,53042,2020-6-18
102674,76419,2021-2-15
102675,70978,2020-2-24
102676,87069,2021-3-28
102677,2744,2020-6-4
102678,32386,2020-12-15
102679,77349,2021-1-3
102680,73911,2020-11-11
102681,21075,2020-8-5
102682,42922,2021-4-6
102683,82988,2020-1-4
102684,61145,2021-9-18
102685,36516,2021-6-20
102686,36277,2021-10-2
102687,74692,2021-6-12
102688,31678,2020-12-27
102689,39668,2021-9-27
102690,29115,2021-10-13
102691,54590,2021-3-7
102692,37429,2020-10-13
102693,98199,2020-3-16
102694,13656,2020-4-11
102695,24000,2020-12-20
102696,4305,2021-1-16
102697,86586,2021-6-10
102698,37868,2020-3-26
102699,71297,2021-8-17
102700,41178,2021-12-13
102701,44137,2021-5-18
102702,76687,2021-12-18
102703,24742,2021-11-21
102704,56904,2020-6-11
102705,44387,2021-1-8
102706,29326,2021-11-9
102707,2787,2021-8-8
102708,20604,2020-8-12
102709,59950,2021-9-5
102710,65481,2021-9-6
102711,5132,2020-2-14
102712,85527,2020-6-28
102713,27849,2021-12-4
102714,38579,2020-6-5
102715,64885,2021-5-21
102716,20216,2021-11-19
102717,24574,2021-3-24
102718,97266,2021-9-5
102719,23609,2020-5-10
102720,19381,2021-3-26
102721,87443,2020-3-10
102722,87186,2020-8-20
102723,61773,2021-11-19
102724,67494,2020-6-27
102725,87228,2020-10-4
102726,86008,2020-6-27
102727,52451,2021-3-22
102728,40245,2020-11-10
102729,92831,2020-11-3
102730,82697,2020-4-17
102731,66203,2020-5-6
102732,90478,2020-10-24
102733,24217,2020-3-24
102734,90947,2020-9-1
102735,38435,2020-6-8
102736,83929,2021-6-21
102737,95901,2020-9-16
102738,16301,2020-4-2
102739,47256,2020-10-8
102740,20041,2020-2-11
102741,11195,2020-1-22
102742,23509,2021-6-5
102743,58417,2021-1-22
102744,61556,2021-4-9
102745,84273,2020-2-13
102746,66604,2021-4-11
102747,20919,2020-6-6
102748,89075,2020-12-15
102749,88000,2020-1-11
102750,34885,2021-5-26
102751,81637,2021-11-17
102752,5650,2021-12-16
102753,89830,2020-8-17
102754,40959,2021-10-2
102755,64283,2021-5-7
102756,38492,2021-8-17
102757,61592,2020-2-22
102758,59893,2020-2-10
102759,93347,2020-1-14
102760,68781,2020-1-20
102761,62571,2021-6-25
102762,87434,2021-4-7
102763,96141,2020-7-7
102764,22495,2021-12-4
102765,2249,2021-4-9
102766,20320,2021-2-23
102767,40815,2021-3-15
102768,53576,2020-4-4
102769,55326,2021-5-24
102770,71692,2020-7-25
102771,1741,2021-2-24
102772,24449,2020-11-16
102773,22707,2020-9-9
102774,11410,2020-12-19
102775,97100,2021-5-9
102776,90658,2020-2-12
102777,46801,2020-8-18
102778,56265,2020-5-22
102779,76265,2020-11-8
102780,45115,2020-6-24
102781,25172,2020-7-1
102782,97730,2020-10-19
102783,32426,2020-5-7
102784,95629,2021-9-20
102785,27513,2021-7-4
102786,29501,2021-3-11
102787,63015,2020-6-1
102788,86576,2021-2-6
102789,85189,2020-8-5
102790,2258,2020-11-26
102791,25288,2021-10-11
102792,18348,2021-1-8
102793,59838,2021-8-14
102794,30028,2021-1-2
102795,5022,2021-6-7
102796,63713,2021-7-17
102797,67563,2020-7-23
102798,10614,2021-9-28
102799,50676,2020-8-18
102800,9395,2021-10-21
102801,55192,2020-10-5
102802,5217,2020-12-18
102803,39770,2020-7-11
102804,15287,2020-6-18
102805,62640,2021-5-20
102806,55908,2020-4-12
102807,33360,2021-3-13
102808,90034,2021-11-19
102809,93240,2020-1-8
102810,57772,2021-4-27
102811,57986,2021-7-24
102812,50936,2021-9-4
102813,48418,2021-6-3
102814,8196,2020-1-21
102815,94286,2021-11-28
102816,1782,2021-2-15
102817,13549,2021-11-1
102818,18426,2021-1-23
102819,32095,2020-12-27
102820,33104,2021-2-10
102821,97120,2020-9-25
102822,89136,2020-6-1
102823,57293,2021-8-26
102824,50339,2020-9-10
102825,43516,2020-5-11
102826,79095,2020-7-17
102827,18089,2021-12-20
102828,81739,2021-12-6
102829,53841,2021-3-8
102830,95718,2020-11-15
102831,92721,2020-4-27
102832,19941,2020-2-8
102833,67529,2020-2-22
102834,81499,2020-6-21
102835,62785,2021-4-8
102836,45612,2021-1-20
102837,90272,2020-3-19
102838,75887,2020-1-2
102839,74204,2021-6-27
102840,31538,2020-1-20
102841,68379,2020-6-22
102842,29427,2020-11-15
102843,58005,2021-7-18
102844,55270,2021-3-8
102845,33054,2021-9-16
102846,4657,2020-9-27
102847,17501,2020-2-1
102848,1351,2021-5-8
102849,44427,2020-6-27
102850,73000,2020-11-21
102851,71526,2021-11-26
102852,17841,2020-5-11
102853,88213,2020-7-1
102854,81739,2021-1-13
102855,76057,2021-9-8
102856,24157,2021-8-26
102857,90059,2020-5-13
102858,21681,2020-6-11
102859,3100,2021-12-8
102860,75689,2021-9-18
102861,53418,2021-9-8
102862,50072,2020-7-21
102863,94903,2021-6-13
102864,95450,2020-8-21
102865,76397,2021-11-14
102866,57073,2020-5-16
102867,31414,2021-9-9
102868,58898,2020-1-28
102869,24092,2020-1-3
102870,80378,2020-6-20
102871,10692,2021-3-23
102872,5849,2020-2-25
102873,19467,2021-12-8
102874,34536,2021-10-23
102875,40241,2021-5-3
102876,5309,2021-3-10
102877,6356,2021-5-6
102878,29662,2020-11-5
102879,49895,2020-8-5
102880,90725,2020-8-19
102881,71641,2020-8-14
102882,73958,2021-12-11
102883,6551,2021-3-10
102884,8525,2021-3-12
102885,38457,2020-5-25
102886,57232,2021-10-22
102887,56453,2021-11-20
102888,61273,2020-11-4
102889,96733,2021-6-18
102890,68760,2020-4-17
102891,12608,2020-3-17
102892,75809,2021-12-3
102893,86046,2021-1-18
102894,64834,2020-2-17
102895,95139,2020-7-3
102896,28633,2020-8-22
102897,52507,2021-3-14
102898,66569,2021-1-2
102899,95695,2020-2-17
102900,17286,2021-6-28
102901,48446,2021-6-7
102902,31130,2021-1-16
102903,99864,2020-3-28
102904,98896,2021-12-25
102905,63670,2021-4-12
102906,90535,2020-8-25
102907,41539,2021-9-19
102908,63317,2021-9-12
102909,892,2021-1-21
102910,57848,2020-5-4
102911,40160,2021-9-28
102912,16771,2021-9-15
102913,55255,2020-1-1
102914,38906,2020-1-8
102915,94073,2020-7-25
102916,30007,2021-7-6
102917,53831,2020-10-28
102918,71459,2021-8-11
102919,21174,2020-2-27
102920,50015,2020-2-3
102921,63500,2021-6-7
102922,99658,2021-4-24
102923,2797,2020-7-17
102924,56228,2020-6-27
102925,99936,2020-10-21
102926,53863,2020-3-12
102927,41303,2021-8-14
102928,28389,2021-6-3
102929,28306,2020-11-21
102930,74463,2020-12-13
102931,84082,2021-7-25
102932,30515,2021-10-21
102933,48325,2021-12-20
102934,7127,2020-6-28
102935,79150,2020-5-25
102936,80701,2020-1-12
102937,12633,2020-2-21
102938,68026,2021-7-18
102939,70696,2020-7-19
102940,77774,2021-5-23
102941,19564,2021-1-13
102942,40381,2021-6-18
102943,19240,2021-6-7
102944,58766,2021-12-3
102945,13421,2020-5-27
102946,27877,2020-4-18
102947,80298,2021-7-18
102948,96829,2021-11-3
102949,37180,2021-10-7
102950,47215,2020-7-5
102951,48291,2021-3-17
102952,13169,2021-3-6
102953,90068,2021-4-28
102954,93121,2021-11-14
102955,8278,2020-6-20
102956,70437,2021-9-4
102957,33743,2020-5-11
102958,35697,2020-11-10
102959,24729,2021-1-18
102960,93376,2021-3-1
102961,71810,2020-8-21
102962,68816,2021-8-23
102963,72742,2020-6-12
102964,19977,2021-5-4
102965,27547,2021-1-28
102966,18963,2021-3-7
102967,83892,2020-8-10
102968,19975,2020-3-16
102969,7920,2021-3-9
102970,26680,2021-7-25
102971,12041,2021-6-17
102972,59432,2020-5-18
102973,54897,2021-11-5
102974,72756,2020-1-19
102975,72386,2020-8-2
102976,67501,2020-9-28
102977,21396,2021-3-26
102978,47754,2020-3-27
102979,99494,2020-12-20
102980,44465,2021-10-10
102981,99883,2020-2-26
102982,34745,2021-2-6
102983,20519,2020-9-26
102984,35841,2021-12-2
102985,86156,2021-10-25
102986,69324,2020-9-28
102987,53707,2020-4-7
102988,45081,2020-6-26
102989,32151,2020-6-17
102990,86296,2021-12-24
102991,49521,2021-12-4
102992,2162,2020-6-10
102993,47140,2020-4-28
102994,73048,2020-2-12
102995,71342,2020-3-4
102996,14001,2020-11-5
102997,51444,2020-11-7
102998,12998,2020-7-7
102999,39506,2020-6-22
103000,33622,2020-9-24
103001,80981,2021-12-8
103002,74553,2020-4-17
103003,69565,2020-4-6
103004,87028,2020-2-10
103005,24484,2020-2-12
103006,79471,2021-12-8
103007,23094,2021-11-3
103008,25874,2021-9-5
103009,65748,2021-4-1
103010,53133,2021-10-11
103011,75394,2021-8-16
103012,20330,2021-9-26
103013,82803,2020-6-25
103014,47323,2020-2-19
103015,36568,2020-10-19
103016,59594,2021-11-12
103017,86958,2020-10-14
103018,44395,2021-3-10
103019,77213,2021-6-15
103020,79018,2020-5-13
103021,97665,2021-4-12
103022,14076,2020-7-26
103023,82405,2020-11-4
103024,71272,2020-8-27
103025,57947,2021-8-4
103026,16822,2020-4-21
103027,47155,2021-2-15
103028,34278,2020-1-10
103029,70092,2021-8-13
103030,39798,2021-11-2
103031,94700,2021-10-9
103032,77748,2020-8-20
103033,20124,2020-1-12
103034,70553,2020-1-19
103035,95113,2020-10-28
103036,61759,2020-1-20
103037,62602,2020-12-15
103038,25393,2020-12-12
103039,33241,2020-12-28
103040,95550,2021-6-10
103041,34643,2020-1-3
103042,47164,2021-6-23
103043,87753,2021-3-6
103044,23890,2021-7-28
103045,12932,2021-8-14
103046,93326,2021-6-26
103047,45112,2021-11-1
103048,63233,2021-8-17
103049,34146,2021-11-12
103050,55126,2020-2-26
103051,22746,2020-12-8
103052,97838,2021-10-7
103053,3153,2021-11-13
103054,48059,2020-7-15
103055,18580,2020-7-19
103056,48860,2020-8-2
103057,62410,2020-12-20
103058,28977,2020-6-2
103059,12268,2021-11-16
103060,38680,2021-8-26
103061,27123,2020-8-2
103062,92864,2021-10-2
103063,31720,2020-2-9
103064,66698,2021-11-11
103065,80434,2021-7-15
103066,5684,2020-9-23
103067,11265,2020-3-16
103068,57430,2020-2-6
103069,95411,2020-2-20
103070,60589,2020-6-28
103071,45211,2020-10-13
103072,41887,2020-4-20
103073,32073,2020-3-26
103074,22189,2020-7-8
103075,46218,2021-1-25
103076,5670,2020-5-25
103077,47561,2021-9-25
103078,56446,2020-2-10
103079,78682,2021-3-19
103080,19517,2021-10-13
103081,1174,2021-2-23
103082,39605,2020-9-4
103083,73383,2021-8-28
103084,76842,2020-3-11
103085,91490,2021-4-11
103086,44235,2021-7-2
103087,6050,2021-12-6
103088,32120,2020-11-27
103089,83987,2021-4-6
103090,72914,2021-9-12
103091,80330,2021-3-22
103092,81804,2021-11-15
103093,63289,2021-9-14
103094,18502,2020-6-13
103095,99723,2021-1-23
103096,67475,2020-11-21
103097,77768,2021-4-26
103098,28517,2021-3-6
103099,75391,2021-7-11
103100,66085,2021-9-25
103101,32812,2020-5-18
103102,43560,2021-9-2
103103,8831,2021-9-25
103104,4133,2021-6-8
103105,18794,2020-2-18
103106,54580,2020-2-8
103107,97444,2021-1-16
103108,27057,2020-5-15
103109,69180,2021-5-14
103110,11713,2021-9-15
103111,1877,2020-3-5
103112,78230,2020-4-17
103113,82909,2021-6-25
103114,96048,2021-8-28
103115,92730,2021-3-27
103116,9427,2021-8-9
103117,66688,2021-9-1
103118,34597,2021-5-28
103119,53772,2021-9-16
103120,88579,2020-11-15
103121,26145,2021-12-15
103122,14560,2021-9-17
103123,96665,2021-12-19
103124,83908,2021-7-9
103125,59937,2021-10-5
103126,91891,2020-11-7
103127,69693,2020-9-14
103128,93114,2020-8-28
103129,26785,2021-7-20
103130,74025,2021-1-3
103131,12574,2021-3-27
103132,65736,2020-11-14
103133,29995,2020-3-6
103134,90984,2020-1-17
103135,39685,2020-1-6
103136,54895,2020-7-4
103137,90613,2020-9-18
103138,45674,2020-1-2
103139,7101,2021-5-13
103140,75784,2021-7-6
103141,2931,2020-12-2
103142,93743,2021-4-10
103143,84853,2020-1-25
103144,33154,2020-11-3
103145,72452,2020-7-24
103146,47794,2020-11-8
103147,2070,2020-1-27
103148,23328,2021-12-16
103149,94231,2021-5-8
103150,30239,2021-8-15
103151,62231,2021-1-8
103152,99178,2021-9-17
103153,25310,2021-12-19
103154,35432,2021-10-6
103155,57148,2021-8-26
103156,43487,2021-11-8
103157,46844,2020-4-13
103158,62709,2020-5-26
103159,94341,2021-2-5
103160,15148,2021-1-1
103161,14658,2020-7-7
103162,93122,2020-12-18
103163,37756,2021-10-13
103164,86544,2021-9-11
103165,94715,2020-12-13
103166,84424,2021-1-14
103167,87418,2020-12-2
103168,5109,2020-1-23
103169,41309,2021-9-9
103170,92794,2020-8-6
103171,97944,2021-5-17
103172,54511,2020-6-10
103173,98204,2020-1-6
103174,25473,2021-11-6
103175,70615,2020-9-8
103176,2919,2021-8-8
103177,59653,2020-9-2
103178,3884,2021-11-16
103179,18927,2021-12-2
103180,83178,2020-1-16
103181,86058,2020-11-20
103182,88481,2021-8-12
103183,52289,2021-4-2
103184,71171,2020-10-9
103185,5521,2020-8-12
103186,99595,2021-8-22
103187,13632,2021-9-1
103188,11417,2020-9-24
103189,94185,2020-12-22
103190,7802,2021-7-27
103191,60500,2020-11-24
103192,81297,2021-1-14
103193,27494,2021-10-21
103194,62470,2021-8-22
103195,35326,2020-4-26
103196,18562,2021-7-6
103197,4197,2020-7-15
103198,6530,2020-8-16
103199,52925,2021-2-24
103200,51673,2020-1-11
103201,59782,2021-5-14
103202,34174,2020-11-20
103203,17750,2021-11-4
103204,30607,2021-10-11
103205,64627,2021-5-17
103206,23157,2021-1-8
103207,33448,2021-9-13
103208,70861,2021-2-4
103209,70209,2021-5-23
103210,33443,2021-1-16
103211,53508,2020-10-22
103212,913,2020-7-15
103213,329,2021-8-23
103214,89342,2020-1-9
103215,17452,2021-2-28
103216,3128,2021-10-19
103217,18059,2021-7-24
103218,35115,2021-4-22
103219,70888,2021-4-13
103220,38084,2021-2-28
103221,16411,2021-12-24
103222,58359,2020-7-1
103223,34590,2021-3-26
103224,7068,2020-9-5
103225,73247,2020-8-13
103226,6120,2021-7-25
103227,40326,2021-12-23
103228,41639,2021-4-1
103229,67612,2020-4-15
103230,64154,2021-10-26
103231,98367,2020-10-13
103232,16537,2020-2-1
103233,53395,2021-11-13
103234,54604,2021-5-9
103235,2667,2020-6-15
103236,58065,2021-7-10
103237,9223,2020-2-4
103238,87189,2020-10-24
103239,54624,2021-4-15
103240,61625,2020-10-13
103241,62024,2021-2-6
103242,86803,2020-7-5
103243,79210,2021-11-11
103244,61149,2021-2-25
103245,19925,2020-2-10
103246,90819,2020-10-24
103247,43241,2021-10-24
103248,67586,2020-2-26
103249,24382,2020-1-13
103250,77560,2020-10-17
103251,72328,2020-6-11
103252,71910,2021-3-24
103253,46940,2020-6-3
103254,61716,2020-2-3
103255,16965,2021-3-9
103256,52257,2021-11-26
103257,29085,2020-1-3
103258,32848,2021-4-1
103259,51978,2021-11-22
103260,21837,2021-9-19
103261,56491,2020-6-2
103262,53963,2021-9-9
103263,49764,2021-6-12
103264,4102,2020-2-7
103265,40928,2020-12-24
103266,41036,2020-9-10
103267,86452,2020-9-13
103268,85551,2020-2-26
103269,2056,2020-2-27
103270,54363,2021-6-6
103271,25237,2021-11-22
103272,47412,2021-10-19
103273,41064,2021-8-3
103274,28523,2021-10-13
103275,99010,2020-4-27
103276,44470,2021-4-6
103277,54675,2020-2-26
103278,19832,2020-5-3
103279,80529,2021-8-7
103280,10187,2021-5-21
103281,83286,2021-7-20
103282,22938,2020-7-3
103283,74873,2021-6-8
103284,87485,2020-4-27
103285,13904,2021-9-24
103286,46403,2020-7-16
103287,66855,2020-7-15
103288,43245,2020-8-22
103289,99047,2021-7-26
103290,59936,2021-7-24
103291,83134,2021-12-28
103292,92625,2020-12-14
103293,35315,2021-4-19
103294,96699,2020-8-28
103295,35840,2021-9-18
103296,17798,2020-3-28
103297,25952,2021-12-3
103298,21265,2020-3-4
103299,75247,2021-7-28
103300,4917,2021-3-11
103301,46062,2020-11-26
103302,56590,2021-3-19
103303,79600,2020-4-3
103304,93236,2021-12-9
103305,26703,2020-7-19
103306,77448,2020-6-21
103307,5255,2020-9-9
103308,59147,2020-7-26
103309,84488,2021-3-17
103310,99949,2020-7-7
103311,54235,2020-2-3
103312,38604,2021-10-22
103313,2604,2021-7-27
103314,71413,2020-3-5
103315,48304,2021-8-27
103316,56209,2020-6-25
103317,27179,2020-5-3
103318,52326,2021-8-8
103319,18496,2021-1-28
103320,63363,2020-1-28
103321,59555,2021-2-12
103322,29372,2021-3-5
103323,9379,2020-11-13
103324,74884,2021-9-26
103325,35741,2021-7-1
103326,88660,2021-4-13
103327,51977,2020-11-23
103328,33367,2020-2-21
103329,9501,2021-5-11
103330,66533,2021-9-26
